42,When I said I would die a bachelor<comma> I did not think I should live till I were married,did not think
44,” If I do not take pity of her<comma> I am a villain; if I do not love her<comma> I am a Jew,do not love
45,One doth not know How much an ill word may empoison liking,doth not know
46,O<comma> do not do your cousin such a wrong,do not do
47,” An bad thinking do not wrest true speaking<comma> I’ll offend nobody,do not wrest
49,— Do not live<comma> Hero<comma> do not ope thine eyes<comma> For<comma> did I think thou wouldst not quickly die<comma> Thought I thy spirits were stronger than thy shames<comma> Myself would<comma> on the rearward of reproaches<comma> Strike at thy life,do not ope
50,Do not swear and eat it,Do not swear
51,I do not like thy look<comma> I promise thee,do not like
52,Nay<comma> do not quarrel with us<comma> good old man,do not quarrel
53,He hath bid me to a calf’s head and a capon<comma> the which if I do not carve most curiously<comma> say my knife’s naught,do not carve
54,But yet for all that<comma> an if she did not hate him deadly<comma> she would love him dearly,did not hate
55,And<comma> masters<comma> do not forget to specify<comma> when time and place shall serve<comma> that I am an ass,do not forget
56,If a man do not erect in this age his own tomb ere he dies<comma> he shall live no longer in monument than the bell rings and the widow weeps,do not erect
57,I had well hoped thou wouldst have denied Beatrice<comma> that I might have cudgeled thee out of thy single life<comma> to make thee a double-dealer<comma> which out of question thou wilt be<comma> if my cousin do not look exceeding narrowly to thee,do not look
58,I did not see him since,did not see
59,Madam<comma> methinks<comma> if you did love him dearly<comma> You do not hold the method to enforce The like from him,do not hold
60,— Menas<comma> I did not think This amorous surfeiter would have donned his helm For such a petty war,did not think
61,I did not think to draw my sword ’gainst Pompey<comma> For he hath laid strange courtesies and great Of late upon me,did not think
62,I do not like“ But yet,do not like
63,— Pity me<comma> Charmian<comma> But do not speak to me,do not speak
64,To you all three<comma> The senators alone of this great world<comma> Chief factors for the gods: I do not know Wherefore my father should revengers want<comma> Having a son and friends<comma> since Julius Caesar<comma> Who at Philippi the good Brutus ghosted<comma> There saw you laboring for him,do not know
65,Which do not be entreated to<comma> but weigh What it is worth embraced,do not be
66,I did not think<comma> sir<comma> to have met you here,did not think
67,Do not say so<comma> my lord,Do not say
68,O noble emperor<comma> do not fight by sea,do not fight
69,Do not exceed The prescript of this scroll,Do not exceed
70,Nay<comma> good my fellows<comma> do not please sharp fate To grace it with your sorrows,do not please
71,Cleopatra<comma> Do not abuse my master’s bounty by Th’ undoing of yourself,Do not abuse
72,I do not see them bleed,do not see
73,These warlike principles Do not throw from you,Do not throw
74,Do not plunge thyself too far in anger lest thou hasten thy trial<comma> which if— Lord have mercy on thee for a hen,Do not plunge
75,O you leaden messengers That ride upon the violent speed of fire<comma> Fly with false aim; move the still-’pearing air That sings with piercing; do not touch my lord,do not touch
76,You do not know him<comma> my lord<comma> as we do,do not know
77,Do not hide mine eyes,Do not hide
78,I prithee do not strive against my vows,do not strive
79,I do not know if it be it or no,do not know
80,I do not like her now,do not like
81,If with myself I hold intelligence Or have acquaintance with mine own desires<comma> If that I do not dream or be not frantic— As I do trust I am not— then<comma> dear uncle<comma> Never so much as in a thought unborn Did I offend your Highness,do not dream
82,Therefore devise with me how we may fly<comma> Whither to go<comma> and what to bear with us<comma> And do not seek to take your change upon you<comma> To bear your griefs yourself and leave me out,do not seek
83,But I am shepherd to another man And do not shear the fleeces that I graze,do not shear
84,I do not desire you to please me,do not desire
85,Freeze<comma> freeze<comma> thou bitter sky<comma> That dost not bite so nigh As benefits forgot,dost not bite
86,I do not like her name,do not like
87,I do not know what“ poetical” is,do not know
88,Do<comma> I prithee<comma> but yet have the grace to consider that tears do not become a man,do not become
89,I pray you<comma> do not fall in love with me<comma> For I am falser than vows made in wine,do not fall
90,But do not look for further recompense Than thine own gladness that thou art employed,do not look
91,I do not shame To tell you what I was<comma> since my conversion So sweetly tastes<comma> being the thing I am,do not shame
92,Verily<comma> I do not jest with you,do not jest
93,If he did not care whether he had their love or no<comma> he waved indifferently ’twixt doing them neither good nor harm; but he seeks their hate with greater devotion than they can render it him and leaves nothing undone that may fully discover him their opposite,did not care
94,Do not stand upon ’t,Do not stand
95,And now Again<comma> of him that did not ask but mock<comma> Bestow your sued-for tongues,did not ask
96,For The mutable<comma> rank-scented meiny<comma> let them Regard me<comma> as I do not flatter<comma> and Therein behold themselves,do not flatter
97,This kind of service Did not deserve corn gratis,Did not deserve
98,Do not cry havoc where you should but hunt With modest warrant,Do not cry
99,I muse my mother Does not approve me further<comma> who was wont To call them woolen vassals<comma> things created To buy and sell with groats<comma> to show bare heads In congregations<comma> to yawn<comma> be still<comma> and wonder When one but of my ordinance stood up To speak of peace or war,Does not approve
100,Do not take His rougher accents for malicious sounds<comma> But<comma> as I say<comma> such as become a soldier Rather than envy you,Do not take
101,If<comma> Tullus<comma> Not yet thou know’st me<comma> and seeing me<comma> dost not Think me for the man I am<comma> necessity Commands me name myself,dost not Think
102,I do not say“ thwack our general<comma>” but he was always good enough for him,do not say
103,It is spoke freely out of many mouths— How probable I do not know— that Martius<comma> Joined with Aufidius<comma> leads a power ’gainst Rome And vows revenge as spacious as between The young’st and oldest thing,do not know
104,I do not like this news,do not like
105,I do not know what witchcraft’s in him<comma> but Your soldiers use him as the grace ’fore meat<comma> Their talk at table<comma> and their thanks at end; And you are dark’ned in this action<comma> sir<comma> Even by your own,do not know
106,If you refuse your aid In this so-never-needed help<comma> yet do not Upbraid ’s with our distress,do not Upbraid
107,Best of my flesh<comma> Forgive my tyranny<comma> but do not say For that“ Forgive our Romans,do not say
108,Do not bid me Dismiss my soldiers or capitulate Again with Rome’s mechanics,Do not bid
109,You do not meet a man but frowns,do not meet
110,I do not think So fair an outward and such stuff within Endows a man but he,do not think
111,I did not take my leave of him<comma> but had Most pretty things to say,did not take
112,I do not know What is more cordial,do not know
113,I do not say I am one<comma> but I have a hand,do not say
114,Prithee<comma> have done<comma> And do not play in wench-like words with that Which is so serious,do not play
115,Nay<comma> do not wonder at it,do not wonder
116,You must either be directed by some that take upon them to know<comma> or to take upon yourself that which I am sure you do not know<comma> or jump the after-inquiry on your own peril,do not know
117,I do not bid thee beg my life<comma> good lad<comma> And yet I know thou wilt,do not bid
118,Do not break off so<comma> For we may pity though not pardon thee,Do not break
119,I did not see you since you sent me hence<comma> Home to the Centaur with the gold you gave me,did not see
120,Ah<comma> do not tear away thyself from me,do not tear
121,O<comma> sir<comma> I did not look so low,did not look
122,I do not know the matter,do not know
123,I hope you do not mean to cheat me so,do not mean
124,Sir<comma> sooth to say<comma> you did not dine at home,did not dine
125,We do not mean the coursing snatchers only<comma> But fear the main intendment of the Scot<comma> Who hath been still a giddy neighbor to us,do not mean
126,I doubt not that<comma> since we are well persuaded We carry not a heart with us from hence That grows not in a fair consent with ours<comma> Nor leave not one behind that doth not wish Success and conquest to attend on us,doth not wish
127,Treason and murder ever kept together<comma> As two yoke-devils sworn to either’s purpose<comma> Working so grossly in a natural cause That admiration did not whoop at them,did not whoop
128,For me<comma> the gold of France did not seduce<comma> Although I did admit it as a motive The sooner to effect what I intended; But God be thankèd for prevention<comma> Which I in sufferance heartily will rejoice<comma> Beseeching God and you to pardon me,did not seduce
129,For indeed three such antics do not amount to a man: for Bardolph<comma> he is white-livered and red-faced<comma> by the means whereof he faces it out but fights not; for Pistol<comma> he hath a killing tongue and a quiet sword<comma> by the means whereof he breaks words and keeps whole weapons; for Nym<comma> he hath heard that men of few words are the best men<comma> and therefore he scorns to say his prayers<comma> lest he should be thought a coward<comma> but his few bad words are matched with as few good deeds<comma> for he never broke any man’s head but his own<comma> and that was against a post when he was drunk,do not amount
130,Look you<comma> if you take the matter otherwise than is meant<comma> Captain Macmorris<comma> peradventure I shall think you do not use me with that affability as<comma> in discretion<comma> you ought to use me<comma> look you<comma> being as good a man as yourself<comma> both in the disciplines of war and in the derivation of my birth<comma> and in other particularities,do not use
131,I do not know you so good a man as myself,do not know
132,Turn thee back<comma> And tell thy king I do not seek him now But could be willing to march on to Calais Without impeachment<comma> for<comma> to say the sooth<comma> Though ’tis no wisdom to confess so much Unto an enemy of craft and vantage<comma> My people are with sickness much enfeebled<comma> My numbers lessened<comma> and those few I have Almost no better than so many French<comma> Who when they were in health<comma> I tell thee<comma> herald<comma> I thought upon one pair of English legs Did march three Frenchmen,do not seek
133,Now<comma> if these men do not die well<comma> it will be a black matter for the king that led them to it<comma> who to disobey were against all proportion of subjection,do not die
134,I do not desire he should answer for me<comma> and yet I determine to fight lustily for him,do not desire
135,O<comma> do not wish one more,do not wish
136,Thou dost not wish more help from England<comma> coz,dost not wish
137,I do not know the French for“ fer<comma>” and“ ferret<comma>” and“ firk,do not know
139,Because<comma> look you<comma> you do not love it<comma> nor your affections and your appetites and your disgestions does not agree with it<comma> I would desire you to eat it,does not agree
140,Even so our houses and ourselves and children Have lost<comma> or do not learn for want of time<comma> The sciences that should become our country<comma> But grow like savages<comma> as soldiers will That nothing do but meditate on blood<comma> To swearing and stern looks<comma> diffused attire<comma> And everything that seems unnatural,do not learn
141,I do not think he fears death,do not think
142,You do not doubt my faith<comma> sir,do not doubt
143,I do not know What kind of my obedience I should tender,do not know
144,Pray do not deliver What here you’ve heard to her,do not deliver
145,I do not like their coming<comma> now I think on ’t,do not like
146,Cromwell<comma> I did not think to shed a tear In all my miseries<comma> but thou hast forced me<comma> Out of thy honest truth<comma> to play the woman,did not think
147,Good now<comma> sit down<comma> and tell me<comma> he that knows<comma> Why this same strict and most observant watch So nightly toils the subject of the land<comma> And why such daily cast of brazen cannon And foreign mart for implements of war<comma> Why such impress of shipwrights<comma> whose sore task Does not divide the Sunday from the week,Does not divide
148,I prithee<comma> do not mock me<comma> fellow student,do not mock
149,And<comma> sister<comma> as the winds give benefit And convey is assistant<comma> do not sleep<comma> But let me hear from you,do not sleep
150,For nature<comma> crescent<comma> does not grow alone In thews and bulk<comma> but<comma> as this temple waxes<comma> The inward service of the mind and soul Grows wide withal,does not grow
151,Those friends thou hast<comma> and their adoption tried<comma> Grapple them unto thy soul with hoops of steel<comma> But do not dull thy palm with entertainment Of each new-hatched<comma> unfledged courage,do not dull
152,If it be so( as so ’tis put on me<comma> And that in way of caution)<comma> I must tell you You do not understand yourself so clearly As it behooves my daughter and your honor,do not understand
153,I do not know<comma> my lord<comma> what I should think,do not know
154,In few<comma> Ophelia<comma> Do not believe his vows<comma> for they are brokers<comma> Not of that dye which their investments show<comma> But mere implorators of unholy suits<comma> Breathing like sanctified and pious bawds The better to beguile,Do not believe
155,But do not go with it,do not go
156,I do not set my life at a pin’s fee,do not set
157,My lord<comma> I do not know<comma> But truly I do fear it,do not know
158,Nor do not saw the air too much with your hand<comma> thus<comma> but use all gently; for in the very torrent<comma> tempest<comma> and<comma> as I may say<comma> whirlwind of your passion<comma> you must acquire and beget a temperance that may give it smoothness,do not saw
159,Nay<comma> do not think I flatter<comma> For what advancement may I hope from thee That no revenue hast but thy good spirits To feed and clothe thee,do not think
160,,Do not look
161,Confess yourself to heaven<comma> Repent what’s past<comma> avoid what is to come<comma> And do not spread the compost on the weeds To make them ranker,do not spread
162,Now whether it be Bestial oblivion or some craven scruple Of thinking too precisely on th’ event( A thought which<comma> quartered<comma> hath but one part wisdom And ever three parts coward)<comma> I do not know Why yet I live to say“ This thing’s to do<comma>” Sith I have cause<comma> and will<comma> and strength<comma> and means To do ’t,do not know
163,Larded all with sweet flowers; Which bewept to the ground did not go With true-love showers,did not go
164,Do not fear our person,Do not fear
165,,do not know
166,Not that I think you did not love your father<comma> But that I know love is begun by time And that I see<comma> in passages of proof<comma> Time qualifies the spark and fire of it,did not love
167,For my part<comma> I do not lie in ’t<comma> yet it is mine,do not lie
168,I do not fear it; I have seen you both,do not fear
169,Yet if my name were liable to fear<comma> I do not know the man I should avoid So soon as that spare Cassius,do not know
170,If the tag-rag people did not clap him and hiss him<comma> according as he pleased and displeased them<comma> as they use to do the players in the theater<comma> I am no true man,did not clap
171,Searching the window for a flint<comma> I found This paper<comma> thus sealed up<comma> and I am sure It did not lie there when I went to bed,did not lie
172,Swear priests and cowards and men cautelous<comma> Old feeble carrions<comma> and such suffering souls That welcome wrongs; unto bad causes swear Such creatures as men doubt; but do not stain The even virtue of our enterprise<comma> Nor th’ insuppressive mettle of our spirits<comma> To think that or our cause or our performance Did need an oath<comma> when every drop of blood That every Roman bears<comma> and nobly bears<comma> Is guilty of a several bastardy If he do break the smallest particle Of any promise that hath passed from him,do not stain
173,Alas<comma> good Cassius<comma> do not think of him,do not think
174,Do not go forth today,Do not go
175,Do not consent That Antony speak in his funeral,Do not consent
176,Let but the commons hear this testament<comma> Which<comma> pardon me<comma> I do not mean to read<comma> And they would go and kiss dead Caesar’s wounds And dip their napkins in his sacred blood— Yea<comma> beg a hair of him for memory And<comma> dying<comma> mention it within their wills<comma> Bequeathing it as a rich legacy Unto their issue,do not mean
177,Do not talk of him But as a property,Do not talk
178,I do not doubt But that my noble master will appear Such as he is<comma> full of regard and honor,do not doubt
179,Do not presume too much upon my love,Do not presume
180,I do not like your faults,do not like
181,I did not think you could have been so angry,did not think
182,I do not think it good,do not think
183,I was sure your Lordship did not give it me,did not give
184,My lord<comma> I do not know that I did cry,do not know
185,I do not cross you<comma> but I will do so,do not cross
186,But this is worshipful society And fits the mounting spirit like myself; For he is but a bastard to the time That doth not smack of observation<comma> And so am I whether I smack or no; And not alone in habit and device<comma> Exterior form<comma> outward accouterment<comma> But from the inward motion to deliver Sweet<comma> sweet<comma> sweet poison for the age’s tooth<comma> Which though I will not practice to deceive<comma> Yet to avoid deceit I mean to learn<comma> For it shall strew the footsteps of my rising,doth not smack
187,Believe me<comma> I do not believe thee<comma> man,do not believe
188,Do not let go thy hand,Do not let
189,Do not seek to stuff My head with more ill news<comma> for it is full,Do not seek
190,If I get down and do not break my limbs<comma> I’ll find a thousand shifts to get away,do not break
191,Do not prove me so,Do not prove
192,I did not think the King so stored with friends,did not think
193,I did not think to be so sad tonight As this hath made me,did not think
194,I do not ask you much,do not ask
195,But do not love thyself; then thou wilt keep My tears for glasses<comma> and still make me weep,do not love
196,Do not call it sin in me That I am forsworn for thee— Thou for whom Jove would swear Juno but an Ethiope were<comma> And deny himself for Jove<comma> Turning mortal for thy love,Do not call
197,The sea will ebb and flow<comma> heaven show his face; Young blood doth not obey an old decree,doth not obey
198,They do not mark me<comma> and that brings me out,do not mark
199,Here they stayed an hour And talked apace; and in that hour<comma> my lord<comma> They did not bless us with one happy word,did not bless
200,We did not quote them so,did not quote
201,Our wooing doth not end like an old play,doth not end
202,Answer my life my judgment<comma> Thy youngest daughter does not love thee least<comma> Nor are those empty-hearted whose low sounds Reverb no hollowness,does not love
203,No port is free; no place That guard and most unusual vigilance Does not attend my taking,Does not attend
204,Regan<comma> I have good hope Thou didst not know on ’t,didst not know
205,I prithee<comma> daughter<comma> do not make me mad,do not make
206,I do not bid the thunder-bearer shoot<comma> Nor tell tales of thee to high-judging Jove,do not bid
207,When priests are more in word than matter<comma> When brewers mar their malt with water<comma> When nobles are their tailors’ tutors<comma> No heretics burned but wenches’ suitors<comma> When every case in law is right<comma> No squire in debt<comma> nor no poor knight; When slanders do not live in tongues<comma> Nor cutpurses come not to throngs<comma> When usurers tell their gold i’ th’ field<comma> And bawds and whores do churches build<comma> Then shall the realm of Albion Come to great confusion; Then comes the time<comma> who lives to see ’t<comma> That going shall be used with feet,do not live
208,,do not like
209,Heavens<comma> deal so still: Let the superfluous and lust-dieted man<comma> That slaves your ordinance<comma> that will not see Because he does not feel<comma> feel your power quickly,does not feel
210,I know your lady does not love her husband; I am sure of that; and at her late being here<comma> She gave strange eliads and most speaking looks To noble Edmund,does not love
211,Get thee glass eyes<comma> And like a scurvy politician Seem to see the things thou dost not,dost not Get
212,Pray do not mock: I am a very foolish fond old man<comma> Fourscore and upward<comma> not an hour more nor less<comma> And to deal plainly<comma> I fear I am not in my perfect mind,do not mock
213,Do not laugh at me<comma> For<comma> as I am a man<comma> I think this lady To be my child Cordelia,Do not laugh
214,I know you do not love me<comma> for your sisters Have<comma> as I do remember<comma> done me wrong,do not love
215,Know thou this: that men Are as the time is; to be tender-minded Does not become a sword,Does not become
216,Do not bid me speak,Do not bid
217,My royal lord<comma> You do not give the cheer,do not give
218,— Do not muse at me<comma> my most worthy friends,Do not muse
219,I dare not speak much further; But cruel are the times when we are traitors And do not know ourselves; when we hold rumor From what we fear<comma> yet know not what we fear<comma> But float upon a wild and violent sea Each way and move— I take my leave of you,do not know
220,The grief that does not speak Whispers the o’erfraught heart and bids it break,does not speak
221,Heaven doth with us as we with torches do<comma> Not light them for themselves; for if our virtues Did not go forth of us<comma> ’twere all alike As if we had them not,Did not go
222,I love the people<comma> But do not like to stage me to their eyes,do not like
223,Though it do well<comma> I do not relish well Their loud applause and aves vehement<comma> Nor do I think the man of safe discretion That does affect it,do not relish
224,’Tis very pregnant<comma> The jewel that we find<comma> we stoop and take ’t Because we see it; but what we do not see<comma> We tread upon and never think of it,do not see
225,I show it most of all when I show justice<comma> For then I pity those I do not know<comma> Which a dismissed offense would after gall<comma> And do him right that<comma> answering one foul wrong<comma> Lives not to act another,do not know
226,Do not satisfy your resolution with hopes that are fallible,Do not satisfy
227,O gracious duke<comma> Harp not on that; nor do not banish reason For inequality<comma> but let your reason serve To make the truth appear where it seems hid<comma> And hide the false seems true,do not banish
228,I do not like the man,do not like
229,For Angelo<comma> His act did not o’ertake his bad intent<comma> And must be buried but as an intent That perished by the way,did not o’ertake
230,I beseech your Highness do not marry me to a whore,do not marry
231,Good my lord<comma> do not recompense me in making me a cuckold,do not recompense
232,Let me go<comma> Or if thou follow me<comma> do not believe But I shall do thee mischief in the wood,do not believe
233,Do not lie so near,Do not lie
234,I charge thee<comma> hence<comma> and do not haunt me thus,do not haunt
235,Out of this wood do not desire to go,do not desire
236,Disparage not the faith thou dost not know<comma> Lest to thy peril thou aby it dear,dost not know
237,Sweet<comma> do not scorn her so,do not scorn
238,Good Hermia<comma> do not be so bitter with me,do not be
239,Do not fret yourself too much in the action<comma> monsieur<comma> and<comma> good monsieur<comma> have a care the honey-bag break not; I would be loath to have you overflown with a honey-bag<comma> signior,Do not fret
240,And<comma> most dear actors<comma> eat no onions nor garlic<comma> for we are to utter sweet breath<comma> and I do not doubt but to hear them say it is a sweet comedy,do not doubt
241,We do not come<comma> as minding to content you<comma> Our true intent is,do not come
242,This fellow doth not stand upon points,doth not stand
243,But if you please To shoot another arrow that self way Which you did shoot the first<comma> I do not doubt<comma> As I will watch the aim<comma> or to find both Or bring your latter hazard back again<comma> And thankfully rest debtor for the first,do not doubt
244,Take heed<comma> honest Lancelet<comma> take heed<comma> honest Gobbo<comma>” or<comma> as aforesaid<comma>“ honest Lancelet Gobbo<comma> do not run; scorn running with thy heels,do not run
245,If I do not put on a sober habit<comma> Talk with respect<comma> and swear but now and then<comma> Wear prayer books in my pocket<comma> look demurely<comma> Nay more<comma> while grace is saying<comma> hood mine eyes Thus with my hat<comma> and sigh and say“ amen<comma>” Use all the observance of civility Like one well studied in a sad ostent To please his grandam<comma> never trust me more,do not put
246,If a Christian do not play the knave and get thee<comma> I am much deceived,do not play
247,I do not bid thee call,do not bid
248,I am glad ’tis night<comma> you do not look on me<comma> For I am much ashamed of my exchange,do not look
249,It is very meet The Lord Bassanio live an upright life<comma> For having such a blessing in his lady He finds the joys of heaven here on Earth<comma> And if on Earth he do not merit it<comma> In reason he should never come to heaven,do not merit
250,Do not draw back your hand; I’ll take no more<comma> And you in love shall not deny me this,Do not draw
251,When the moon shone we did not see the candle,did not see
252,Despise me If I do not,do not Despise
253,Do not believe That from the sense of all civility I thus would play and trifle with your Reverence,Do not believe
254,O<comma> gentle lady<comma> do not put me to ’t<comma> For I am nothing if not critical,do not put
255,— Do not learn of him<comma> Emilia<comma> though he be thy husband,Do not learn
256,Do not think<comma> gentlemen<comma> I am drunk,Do not think
257,Do not doubt<comma> Cassio<comma> But I will have my lord and you again As friendly as you were,Do not doubt
258,I did not think he had been acquainted with her,did not think
259,I do not think but Desdemona’s honest,do not think
260,I do not like the office<comma> But sith I am entered in this cause so far<comma> Pricked to ’t by foolish honesty and love<comma> I will go on,do not like
261,Do not think it so unwholesome,Do not think
262,He did not call; he’s busy in the paper,did not call
263,Do not talk to me<comma> Emilia,Do not talk
264,Do not weep<comma> do not weep,Do not weep
265,I do not find That thou deal’st justly with me,do not find
266,I do not think there is any such woman,do not think
267,These are portents<comma> but yet I hope<comma> I hope They do not point on me,do not point
268,I do not doubt thy faith,do not doubt
269,We do not look for reverence<comma> but for love<comma> And harborage for ourself<comma> our ships<comma> and men,do not look
270,Do not assist the storm,Do not assist
271,I do not fear the flaw,do not fear
272,Do not consume your blood with sorrowing,Do not consume
273,Pray walk softly; do not heat your blood,do not heat
274,To such proceeding Whoever but his approbation added<comma> Though not his prime consent<comma> he did not flow From honorable courses,did not flow
275,I did not think Thou couldst have spoke so well<comma> ne’er dreamt thou couldst,did not think
276,Your cares set up do not pluck my cares down,do not pluck
277,But soft<comma> but see— or rather do not see My fair rose wither; yet look up<comma> behold<comma> That you in pity may dissolve to dew And wash him fresh again with true-love tears,do not see
278,Nay<comma> do not say“ stand up,do not say
279,I do not sue to stand,do not sue
280,Twice saying“ pardon” doth not pardon twain<comma> But makes one pardon strong,doth not pardon
281,I did not kill your husband,did not kill
282,His better doth not breathe upon the earth,doth not breathe
283,Nay<comma> do not pause<comma> for I did kill King Henry— But ’twas thy beauty that provokèd me,do not pause
284,But<comma> sirs<comma> be sudden in the execution<comma> Withal obdurate; do not hear him plead<comma> For Clarence is well-spoken and perhaps May move your hearts to pity if you mark him,do not hear
285,O<comma> do not slander him<comma> for he is kind,do not slander
286,I do not know that Englishman alive With whom my soul is any jot at odds More than the infant that is born tonight,do not know
287,— Madam my mother<comma> I do cry you mercy; I did not see your Grace,did not see
288,When clouds are seen<comma> wise men put on their cloaks; When great leaves fall<comma> then winter is at hand; When the sun sets<comma> who doth not look for night,doth not look
289,Good faith<comma> good faith<comma> the saying did not hold In him that did object the same to thee,did not hold
290,I do not like the Tower<comma> of any place,do not like
291,— You may jest on<comma> but<comma> by the Holy Rood<comma> I do not like these several councils<comma> I,do not like
292,But<comma> my good lord<comma> your Graces’ words shall serve As well as I had seen and heard him speak; And do not doubt<comma> right noble princes both<comma> But I’ll acquaint our duteous citizens With all your just proceedings in this case,do not doubt
293,O<comma> do not swear<comma> my lord of Buckingham,do not swear
294,No<comma> sir<comma> I do not bite my thumb at you<comma> sir<comma> but I bite my thumb<comma> sir,do not bite
295,Saints do not move<comma> though grant for prayers’ sake,do not move
296,Do not swear at all,Do not swear
297,I do not use to jest,do not use
298,You say you do not know the lady’s mind,do not know
299,Do not deny to him that you love me,Do not deny
300,What if this mixture do not work at all,do not work
301,Upon thy life I charge thee<comma> Whate’er thou hearest or seest<comma> stand all aloof And do not interrupt me in my course,do not interrupt
302,What said my man when my betossèd soul Did not attend him as we rode,Did not attend
303,I do not sleep: I see<comma> I hear<comma> I speak<comma> I smell sweet savors<comma> and I feel soft things,do not sleep
304,You do not mind the play,do not mind
305,I see you do not mean to part with her<comma> Or else you like not of my company,do not mean
306,But if you be remembered<comma> I did not bid you mar it to the time,did not bid
307,I say unto thee<comma> I bid thy master cut out the gown<comma> but I did not bid him cut it to pieces,did not bid
309,They do not love that do not show their love,do not show
310,And yet methinks I do not like this tune,do not like
311,Forgive me that I do not dream on thee<comma> Because thou seest me dote upon my love,do not dream
312,I do not seek to quench your love’s hot fire<comma> But qualify the fire’s extreme rage<comma> Lest it should burn above the bounds of reason,do not seek
313,Why didst not tell me sooner,didst not tell
314,Do not name Sylvia thine; if once again<comma> Verona shall not hold thee,Do not name
315,You’ve got a humor there Does not become a man,Does not become
316,’Tis<comma> then<comma> because thou dost not keep a dog<comma> Whom I would imitate,dost not keep
317,Do not assume my likeness,Do not assume
318,Some beast read this; there does not live a man,does not live
319,Andronicus<comma> I do not flatter thee<comma> But honor thee<comma> and will do till I die,do not flatter
320,O<comma> do not learn her wrath; she taught it thee,do not learn
